thickness_upper_crust,thickness_middle_crust,upper_mantle_density_anomaly,d_2_ridge,d_2_trench,d_2_trans_ridge,d_2_volcano,d_2_hotspot,thickness_crust,d_2_young_rift,lon,lat,GHF,upper_mantle_vel_structure,age,magnetic_anomaly,depth_to_moho,lithos_asthenos_bdry,bougeur_gravity_anomaly,topography
16.004,15.0,0.0072,3041.9,1507.74,3279.56,1105.16,23.6326046,41.0,1271.27,-56.33331299,-23.5,62.89910129999999,4.0,1.02877867,26.6350994,-30.473600399999995,108595.0,135.4109955,202.5169983
15.002,14.0,0.018300001,3199.07,1911.93,2290.9,1464.3,36.31115531,41.569999700000004,1899.13,56.66668701,52.50012207,36.159099600000005,1.0,2.90929198,46.903801,-37.0453987,258585.0,44.7141991,283.5069885
9.997,10.0,-0.0206,523.67,704.85,592.28,515.75,50.79862203,30.5,86.95,121.66668700000001,29.50012207,70.60700229999999,5.0,0.66955078,1.60119,-36.032299,53007.10156,108.9980011,255.2969971
15.0,15.0,0.0184,1387.17,959.51,1289.94,559.79,6.519202405,39.0,727.37,19.66668701,26.50012207,68.3264999,6.0,1.14510906,13.395199800000002,-34.3358994,48836.19922,96.35630040000001,266.0830078
13.002,12.0,-0.0007,2486.52,1669.77,2651.94,1976.15,26.1629509,38.1500015,2113.72,118.66668700000001,-26.5,47.240699799999994,1.0,3.43161559,-69.69760129999999,-46.0797005,304087.0,70.3373032,502.47299189999995
13.0,12.0,-0.0038,2696.29,5642.91,5239.43,1641.98,10.7935162,48.0,280.46,25.66668701,-21.5,53.3135,2.0,2.2924259,23.477199600000002,-40.0474014,258983.0,13.2833996,1012.0
14.995999999999999,15.0,-0.033799998,1164.89,2008.54,2188.07,585.28,64.50193796,51.0,370.06,96.66668701,46.50012207,49.888900799999995,6.0,0.6960571999999999,102.5770035,-49.051998100000006,49863.60156,-139.40800480000001,2033.939941
15.005,15.0,0.0167,1338.44,1264.34,1945.29,875.65,11.51086443,41.0,634.08,-111.33331299999999,55.50012207,67.97200009999999,1.0,2.64019728,505.48001100000005,-42.2043991,239845.0,43.7610016,668.085022
8.004,9.0,-0.005,1802.27,1868.86,1999.3,1385.03,10.79351657,28.489999800000003,214.82,-94.33331299,32.50012207,66.780098,4.0,2.01718688,-122.6259995,-28.3159008,76595.0,128.1860046,101.87799840000001
8.999,12.0,-0.067900002,1115.97,285.13,235.41,257.55,16.56804153,35.0,161.07,-95.33331299,17.50012207,40.9855003,6.0,0.88309002,34.765899700000006,-31.6061993,56244.10156,72.66010279999999,76.02130129999999
16.003,15.0,-0.0061,2994.1,2052.59,2986.5,1691.53,23.5053177,32.33000183,1829.96,-52.33331299,-15.5,76.5594,2.0,1.9595585,22.238700899999998,-33.8189011,179865.0,93.9901962,637.0
20.503,22.0,-0.0078,2179.71,733.71,1056.75,939.34,55.285622,69.75,494.28,92.66668701,34.50012207,46.7221985,3.0,0.49366546,-10.2680998,-85.3386002,95641.79688,-449.25100710000004,4704.939941
17.503,17.0,-0.006,2565.17,1514.77,2643.66,1467.18,47.56574398,49.5999985,1472.61,72.66668701,48.50012207,47.0909996,2.0,1.58791423,-91.52590179999999,-37.007499700000004,76526.20313,-12.3062,662.8939819
12.998,12.0,-0.069499999,1755.97,3752.03,2983.66,119.63,7.64852927,35.659999799999994,49.53,35.66668701,-1.5,51.7397995,6.0,1.092466,-4.986909900000001,-40.9500999,114437.0,-68.39340209999999,1872.380005
12.501,13.0,-0.0028,1792.14,211.16,210.15,453.17,11.51086443,36.8699989,14.97,21.66668701,39.50012207,61.2010994,3.0,1.41159499,-2.55035,-47.4794006,162150.0,-8.0233898,1148.719971
15.0,16.0,0.0085,1610.1,2409.72,2296.61,2001.08,21.27204739,41.74000170000001,1183.26,25.66668701,60.50012207,48.7971001,1.0,2.756145,178.31300349999998,-47.2080994,176295.0,81.1733017,36.128501899999996
16.0,17.0,0.0009,938.62,3035.93,2904.41,1657.22,22.63846285,44.459999100000005,941.54,22.66668701,66.50012207,37.9522018,1.0,2.29012394,261.9049988,-43.501701399999995,130738.0,84.023201,115.4830017
10.0,9.997,-0.038400002,1704.99,2446.01,3403.1,2605.13,22.94558781,37.5499992,1970.82,119.66668700000001,-33.5,41.3347015,3.0,2.85738158,61.64530179999999,-47.5116005,183315.0,116.8030014,339.6059875
9.0,8.999,-0.029999999,814.89,1117.18,1202.88,521.06,7.90569415,31.129999199999997,88.12,2.6666870119999997,43.50012207,81.8519974,6.0,1.16834605,-2.8047400000000002,-38.725398999999996,37497.80078,75.5171967,420.0239868
15.505,15.99,0.015,2529.56,1970.56,3056.59,1805.86,48.08846015,45.2000008,1772.33,70.66668701,52.50012207,38.8602982,2.0,1.93325043,-15.850700400000001,-31.8290005,228103.0,55.5465012,382.697998
17.997,17.0,-0.0051,979.44,1700.15,995.74,430.7,1.58113883,45.0800018,35.3,-105.33331299999999,36.50012207,78.5802002,6.0,0.95717865,-34.6764984,-56.98339839999999,58672.39844,-118.3150024,2700.060059
5.002,6.0,0.0135,1510.02,2650.67,4424.32,1947.34,37.0472679,37.99000168,321.94,-97.33331299,78.50012207,54.8261,2.0,2.09953,12.3690996,-19.9540005,134749.0,125.6210022,104.0
19.003,12.0,0.0029,2784.72,2532.1,2645.66,2486.65,23.71708245,40.5,1053.81,-80.33331299,43.50012207,41.8963013,2.0,1.92876256,-9.271769500000001,-41.813999200000005,194196.0,74.5427017,328.4840088
17.997,14.0,-0.019099999,1766.25,336.99,823.71,84.5,20.40833163,49.9199982,419.74,45.66668701,39.50012207,66.0650024,6.0,0.54897386,99.0866013,-37.0910988,75198.79688,-39.494201700000005,1976.890015
12.997,13.0,0.0113,2900.57,2191.25,2522.39,1713.92,38.24264635,41.6699982,2146.54,56.66668701,55.50012207,37.0569992,1.0,2.82054687,97.9465027,-30.7378998,254012.0,66.5849991,204.0200043
22.003,16.0,0.029300001000000003,860.24,847.75,1735.2,483.77,14.15980226,39.0,428.13,-120.33331299999999,55.50012207,56.3600998,2.0,1.65107274,-35.612899799999994,-38.0163002,284583.0,14.6800003,904.8070068
18.000999999999998,14.0,-0.020300001,882.72,1277.64,873.71,322.99,4.74341649,44.3600006,133.41,-109.33331299999999,39.50012207,66.9212036,6.0,0.66242188,138.4089966,-40.4653015,77642.0,-86.8649979,2220.560059
14.003,14.0,0.0111,2695.62,3167.23,3281.13,2865.56,24.30020576,35.029998799999994,1302.02,-74.33331299,49.50012207,26.060800600000004,2.0,2.18002057,-54.570201899999994,-42.0919991,230749.0,45.751499200000005,396.14001460000003
9.995,10.0,-0.0209,817.71,675.43,787.79,743.17,56.00446411,33.0,197.44,113.66668700000001,24.50012207,71.37570190000001,5.0,0.91666186,-32.8611984,-40.7615013,69217.20313,66.6155014,231.34899900000002
15.997,15.0,0.0283,2204.9,2396.45,2249.88,1561.29,12.74754878,42.459999100000005,265.18,-91.33331299,38.50012207,47.950599700000005,3.0,1.92264926,116.47299960000001,-39.2615013,233944.0,98.5218964,234.47599790000004
15.995999999999999,15.0,0.030300001,2410.67,1501.86,1397.28,1331.91,15.70031847,42.8300018,403.81,22.66668701,52.50012207,50.4632988,1.0,2.30376506,-0.010848299999999998,-42.8401985,279196.0,68.71880340000001,139.19099430000003
12.997,12.0,0.0001,286.71,1992.35,3488.38,1580.81,69.09775684,37.0,111.23,134.66668700000002,66.50012207,69.39810179999999,3.0,2.15238857,-51.347599,-37.594299299999996,79286.70313,44.977199600000006,613.8649902000001
14.995999999999999,14.0,0.019099999,2530.69,1091.39,1638.92,821.05,29.74054472,40.1500015,1231.26,54.66668701,43.50012207,54.60929870000001,2.0,1.84787917,55.6878014,-41.5709,98668.10156,68.3936005,167.1210022
10.5,10.995999999999999,-0.071800001,544.34,316.27,568.78,97.57,10.51189802,43.0,31.81,-100.333313,19.50012207,84.7658005,5.0,0.3130725,-148.0650024,-44.789001500000005,88637.0,-25.406900399999998,2248.939941
8.003,8.5,-0.021400001000000002,916.21,637.09,706.49,220.82,13.72953022,35.970001200000006,58.96,-97.33331299,21.50012207,60.0581017,6.0,0.9969669,113.6760025,-20.3752003,60172.19922,141.5039978,-18.5041008
7.0,7.004,-0.023600001000000002,652.03,378.11,1102.25,123.71,45.45877253,25.2999992,708.27,143.66668700000002,43.50012207,103.935997,3.0,1.61908746,-33.584999100000005,-29.643299100000004,220536.0,154.246994,576.3259887999999
10.497,11.0,0.034600001,2008.11,1206.42,3298.35,893.34,15.70031847,35.959999100000005,1401.59,-133.33331299999998,68.50012207,62.758300799999994,2.0,2.13594556,167.2250061,-37.769699100000004,214861.0,127.1429977,86.4012985
13.003,12.0,-0.038899999,1296.06,914.48,2476.67,610.5,15.11621646,39.0,1238.06,-124.33331299999999,62.50012207,80.44010159999999,2.0,1.91805744,-102.1760025,-36.117500299999996,138703.0,66.9044037,756.0250244
19.997,20.0,0.0122,1348.03,1122.42,1497.99,698.5,5.522680509,45.0200005,522.43,-110.33331299999999,49.50012207,53.8471985,2.0,1.61177456,237.13800049999998,-52.713600199999995,216118.0,20.027200699999998,1138.060059
10.002,10.0,-0.0103,2062.44,1725.07,1848.02,2332.29,17.73414785,32.2799988,1033.79,-76.33331299,36.50012207,55.858898200000006,4.0,1.78567815,63.582099899999996,-33.7122993,222549.0,135.99800109999998,16.5027008
15.997,15.0,-0.0133,2148.41,2795.7,3050.64,2314.95,41.30980513,41.220001200000006,2204.09,52.66668701,62.50012207,51.166698499999995,1.0,2.56891966,226.7969971,-41.791599299999994,266846.0,72.8424988,138.8040009
11.999,13.0,0.025800001,2153.86,2188.92,3342.25,1594.24,53.44623467,40.25,1497.95,75.66668701,54.50012207,38.3204994,2.0,1.71151996,12.8662996,-42.3712006,76660.39844,57.8908005,98.72750090000001
15.999,17.0,0.0254,1003.11,2609.24,2991.63,591.92,66.14000302,50.0,341.56,93.66668701,53.50012207,47.5763016,3.0,1.02267087,239.022995,-34.5298004,90672.10156,17.3819008,412.3640137
11.502,11.5,0.0197,1849.55,490.32,486.25,544.7,12.34908904,40.220001200000006,9.38,23.66668701,41.50012207,79.398201,6.0,1.19128537,-34.6627007,-38.3116989,71889.20313,70.77429959999999,861.8939819
9.995,10.01,-0.038899999,548.11,541.47,39.39,195.77,7.90569415,26.229999499999998,42.49,-120.33331299999999,36.50012207,66.13040160000001,5.0,0.96371615,-17.654600100000003,-26.0004997,75257.60156,87.7475967,389.20401
11.995999999999999,12.0,-0.045899998,2199.26,4174.95,3332.2,344.8,11.51086443,38.0,32.63,34.66668701,-5.5,36.9777985,4.0,1.8049351000000002,47.202098799999995,-45.4471016,149767.0,-48.8432999,1337.140015
17.996,16.0,0.0151,266.85,549.7,209.04,665.75,54.72202482,35.0,154.89,98.66668701,16.50012207,77.7870026,6.0,0.95639771,14.618399599999998,-32.548900599999996,49513.69922,62.0353012,270.05999760000003
15.002,15.0,-0.033199999,588.9,2599.93,2622.13,477.23,69.7316284,41.0,524.19,111.66668700000001,48.50012207,76.9011993,6.0,0.75832689,-63.8213005,-36.56969829999999,69314.0,-32.9514999,1216.800049
14.997,16.0,-0.043699998,1132.12,965.89,1121.88,249.79,2.121320344,40.1199989,103.48,-112.33331299999999,45.50012207,73.4450989,6.0,0.67163891,-113.22799679999999,-49.0867004,67061.5,-42.4541016,1611.150024
10.002,10.0,-0.0118,643.73,807.26,711.59,628.43,52.15841255,32.0900002,227.54,120.66668700000001,30.50012207,69.1895981,5.0,0.69033402,-50.195201899999994,-31.5702,52852.89844,127.0049973,5.697869799999999
10.002,10.5,-0.0033,2085.49,2138.65,2885.73,2468.58,28.504385,34.16999817,2504.99,115.66668700000001,-30.5,50.3941,2.0,2.9194400000000003,-24.744100600000003,-38.585201299999994,189262.0,88.1406021,174.0
13.001,12.0,0.039799998999999996,2644.06,3452.38,3732.98,2818.15,28.71410803,40.0,945.1,-76.33331299,53.50012207,23.6093006,1.0,2.8539331000000003,-1.9659099999999998,-39.397800399999994,298848.0,62.87189870000001,195.80900569999997
14.995,16.01,0.0105,1689.12,1669.65,1931.99,1507.18,17.67766953,46.5200005,767.54,140.66668700000002,-20.5,81.26190190000001,2.0,1.91071224,68.1953964,-29.8407993,132199.0,166.3379974,178.0160065
14.995999999999999,15.0,-0.036499999,3388.55,5193.31,4557.17,968.69,18.50675552,43.0,403.78,25.66668701,-12.5,58.632900199999995,2.0,1.87858748,11.9736004,-43.2939987,181270.0,-29.2563,1212.680054
9.997,10.0,-0.0175,1028.52,950.58,857.3,927.27,58.58754134,33.7999992,480.65,111.66668700000001,26.50012207,53.215698200000006,6.0,1.23197484,5.7051702,-38.9833984,140157.0,51.51549910000001,304.80999760000003
9.002,9.0,-0.0033,52.71,170.4,52.34,910.04,19.5576077,26.64999962,11.13,-69.33331299,11.50012207,82.2287,4.0,1.8442006999999998,67.0846024,-22.7458992,118133.0,159.2570038,81.0
13.001,12.0,-0.0188,1037.74,1359.79,1427.32,333.54,55.26753116,32.700000800000005,91.93,124.66668700000001,41.50012207,59.5816002,5.0,0.85182923,147.871994,-33.6105995,80259.20313,107.3769989,533.9400024
16.003,17.0,0.0328,1134.7,2517.72,3022.06,709.93,64.59489144,49.0,455.43,91.66668701,53.50012207,49.2738991,3.0,1.04758191,133.7220001,-34.522701299999994,77278.5,2.0186999,301.2430115
10.995999999999999,10.0,-0.0116,2540.65,1028.16,1954.5,1317.21,26.20114501,35.3699989,1665.94,123.66668700000001,-20.5,61.735199,2.0,2.53579569,-65.6417007,-33.8698006,241521.0,117.637001,266.3320007
16.004,16.0,0.0125,1137.55,932.54,1421.34,626.98,6.964194139,45.1399994,306.81,-113.33331299999999,50.50012207,49.6637001,4.0,1.50767779,178.1029968,-36.6889,224756.0,8.7789602,1017.7999880000001
13.0,13.0,0.033599999,808.85,454.25,158.66,157.71,9.617692031,41.0,119.87,-77.33331299,-0.5,68.2289963,3.0,1.55199564,-9999.0,-48.4546013,67756.20313,54.008998899999995,1218.349976
10.0,10.0,0.0058,1311.85,1365.88,1560.09,1070.32,8.514693183,31.379999199999997,489.36,-98.33331299,30.50012207,50.850299799999995,4.0,1.73205066,135.57699580000002,-38.46189879999999,115996.0,123.802002,339.1740112
8.004,9.0,-0.0128,2154.6,1616.91,1451.74,1084.14,7.38241153,33.0299988,305.1,13.66668701,52.50012207,69.1569977,6.0,1.5711956,-69.71640009999999,-30.5669994,131281.0,94.68800350000001,42.4696999
12.997,13.0,-0.019200001,1588.77,1431.83,1291.19,1241.27,63.73774392,38.0999985,7.32,109.66668700000001,34.50012207,70.4026031,3.0,1.58427286,-10.4785004,-42.1194,73649.60156,-25.6228008,553.9359741000001
11.5,11.5,-0.030400001,554.47,527.84,540.0,163.62,7.64852927,27.8600006,48.71,-119.33331299999999,42.50012207,88.97190090000001,5.0,0.28264356,351.6740112,-38.8793983,52633.19922,-27.0594006,1674.390015
10.502,11.0,0.056299999,1671.78,942.33,2964.19,662.98,12.98075499,38.0,1416.87,-132.33331299999998,66.50012207,72.3551025,2.0,1.95788372,167.1080017,-29.676099800000003,158693.0,76.280899,126.310997
13.001,13.0,0.0104,1927.66,3279.77,3531.27,2581.65,46.93080012,42.970001200000006,1886.89,57.66668701,66.50012207,42.8008995,1.0,2.2663126,5.6337199,-27.4326992,229541.0,106.0360031,70.2073975
15.005,15.0,0.0392,2019.6,3632.82,3981.41,2330.83,56.67892024,41.2999992,2043.63,70.66668701,67.50012207,58.969799,2.0,1.63037252,-111.3199997,-37.1651001,94351.39844,98.5874023,50.5068016
8.0,8.5,0.0092,842.55,845.06,512.94,597.78,19.81161276,27.0,527.91,-89.33331299,20.50012207,68.0,4.0,1.6180315,-14.559900299999999,-23.5284996,166591.0,143.2870026,30.085500699999997
9.997,10.0,0.0099,1358.62,1411.16,1341.55,1692.44,20.26079959,34.99000170000001,748.02,-84.33331299,30.50012207,36.7619019,4.0,1.78580999,113.1399994,-37.201099400000004,176065.0,131.7489929,40.4632988
17.503,17.0,-0.0022,1922.28,1760.85,2932.49,1115.39,54.46558546,43.25,950.08,81.66668701,49.50012207,45.720298799999995,3.0,1.55626345,-61.0270004,-34.8193016,208991.0,2.9811598999999998,439.80200199999996
22.005,24.0,-0.027100001000000002,2168.6,261.93,1417.73,136.3,13.2098446,70.0,104.03,-73.33331299,-14.5,93.9744,4.0,1.3006146,29.0314999,-89.093399,141528.0,-246.9989929,4392.0
15.002,15.0,0.0141,1429.08,1184.49,1490.41,619.58,4.74341649,46.569999700000004,480.87,-109.33331299999999,48.50012207,56.7729988,4.0,1.55034709,176.28999330000002,-48.5707016,173712.0,29.434200300000004,976.6079712000001
10.003,10.0,-0.0539,1333.12,1877.28,1877.18,954.8,11.597413099999999,31.54000092,40.31,-4.333312988,48.50012207,62.7916,4.0,1.51539,-22.7059002,-34.76279829999999,221692.0,139.848999,22.0
14.997,15.0,0.0042,1222.75,1928.14,1923.6,521.72,68.64765109,44.5,491.04,108.66668700000001,42.50012207,35.638900799999995,6.0,0.99032849,69.3883972,-38.3302002,82261.10156,-47.582901,1147.560059
12.5,13.5,0.0103,2050.27,538.46,518.12,689.3,14.98332406,34.9799995,6.67,21.66668701,43.50012207,85.6159973,6.0,1.12610066,6.6823201,-31.333599100000004,68374.60156,94.28330229999999,261.5090027
18.000999999999998,16.0,0.0294,941.73,1286.51,1144.64,670.72,3.5355339060000004,47.290000899999995,117.52,-103.333313,32.50012207,46.388000500000004,6.0,1.40773046,228.5500031,-29.756999999999998,145906.0,21.1089993,1092.609985
16.000999999999998,16.0,0.037999999,2254.62,2093.31,2293.24,1684.42,30.20761493,40.779998799999994,1571.96,40.66668701,57.50012207,49.7815018,1.0,2.53123951,-392.2359924,-35.3465004,255409.0,97.6838989,141.37300109999998
19.002,12.0,-0.0054,2588.54,2769.14,2861.89,2810.82,18.17965896,33.99000170000001,1372.2,-69.33331299,45.50012207,49.510101299999995,2.0,1.97188604,-20.8465996,-35.790798200000005,102523.0,119.40200039999999,312.3450012
17.997,16.0,-0.0429,1237.15,1141.55,1220.75,220.37,0.7071067809999999,41.5499992,142.24,-110.33331299999999,44.50012207,74.97609709999999,6.0,0.83066982,-83.3856964,-53.6306,133783.0,-100.1259995,2423.780029
5.001,6.0,0.0007,1038.62,304.88,777.57,392.69,13.28533026,29.649999600000005,46.45,10.66668701,35.50012207,81.6374969,5.0,1.13914001,-9999.0,-20.578899399999997,49273.0,106.137001,53.23569870000001
16.998,16.5,0.047800000999999995,2056.31,693.8,990.57,231.29,21.22498528,41.590000200000006,622.05,43.66668701,44.50012207,76.7482986,3.0,1.34371626,28.5678005,-38.135898600000004,44563.19922,53.1935005,260.803009
13.001,12.0,-0.003,2169.4,1968.49,3047.18,1648.15,22.192340899999998,37.0,829.13,-102.333313,64.50012207,39.4344,1.0,3.9575767999999996,41.5867004,-40.228199,249205.0,67.6555023,188.0
10.001,11.0,-0.0039,1363.24,3308.78,2489.47,280.77,7.778174592999999,35.0,85.85,39.66668701,0.50012207,62.96060179999999,6.0,1.11843503,3.0239999,-32.6939011,61272.80078,85.72200009999999,194.1029968
15.001,15.0,0.034400001,2871.91,1759.23,2033.89,1273.31,31.18493226,42.74000170000001,1672.36,48.66668701,53.50012207,47.9444008,1.0,2.68802309,7.4833298,-40.8095016,262605.0,81.4993973,137.848999
9.996,10.0,-0.0109,210.58,1813.48,2100.81,928.14,10.51189802,31.100000399999995,204.76,-7.333312987999999,37.50012207,76.01390079999999,6.0,1.29877245,-32.3283997,-24.502399399999998,51189.10156,181.9929962,138.6040039
12.995999999999999,12.0,-0.0077,1792.0,1558.46,1634.96,1626.22,35.587919299999996,36.340000200000006,301.19,77.66668701,14.50012207,37.688999200000005,4.0,1.71805811,71.118103,-42.1696014,210300.0,37.2111015,456.1409912
10.997,11.0,-0.049600001,405.65,1041.47,389.67,123.11,7.90569415,40.4000015,101.49,-113.33331299999999,36.50012207,68.34539790000001,5.0,0.32791737,38.325199100000006,-31.290700899999997,69510.39844,-10.8209,1711.479981
20.0,20.0,0.0287,1950.28,1085.01,1105.85,1137.24,65.2725057,52.5,528.04,102.666687,36.50012207,64.1856003,3.0,0.93619949,-43.889801,-53.0113983,53941.80078,-210.63900759999999,2566.290039
13.001,12.0,-0.0103,2045.16,1230.99,1257.24,1718.93,35.10697936,37.2000008,393.83,76.66668701,18.50012207,40.9740982,4.0,1.99462688,-61.61069870000001,-41.4485016,138916.0,39.90150070000001,631.7979736000001
14.995999999999999,15.0,-0.0294,2180.82,4770.52,4708.6,2495.46,6.519202405,37.0,856.94,20.66668701,-28.5,58.996299699999994,2.0,2.18231511,-73.57959749999999,-36.3022995,201993.0,51.4821014,764.3040161
19.999000000000002,20.0,0.0283,1189.2,1831.46,1199.51,581.0,1.58113883,43.459999100000005,153.54,-103.333313,37.50012207,67.4658966,3.0,1.43412471,-106.16400149999998,-43.3194008,78013.10156,-33.4576988,1599.73999
10.005,9.99,0.0063,1931.91,1625.38,1741.56,2276.56,18.34393633,38.3600006,959.15,-77.33331299,35.50012207,52.1459999,4.0,1.68099248,-74.80239870000001,-31.851699800000002,239622.0,130.6849976,17.5564003
14.997,15.0,-0.025599999,3123.7,5461.7,4552.33,913.65,15.89024858,43.0,72.08,27.66668701,-15.5,66.2647018,2.0,1.95300686,84.680397,-38.99280170000001,198643.0,6.32511,983.8339844000001
10.004,10.0,-0.0187,1174.44,3348.96,3353.38,1821.18,5.700877200000001,33.38000107,3525.55,-35.33331299,-8.5,75.4088,3.0,2.45891,20.163099300000003,-38.4233017,100169.0,164.49099730000003,255.0
12.498,13.5,-0.0077,898.12,849.91,881.89,130.42,3.5355339060000004,38.5,31.85,-114.33331299999999,43.50012207,85.98500059999999,5.0,0.2389123,-111.90100100000001,-41.3857994,52279.19922,-54.6039009,1777.0999760000002
10.8,17.0,-0.0239,633.69,359.13,865.63,145.93,9.617692031,41.99000170000001,123.48,-120.33331299999999,47.50012207,63.892601,6.0,0.77731687,56.2783012,-37.171299,67194.70313,49.6137009,900.7789917000001
10.0,9.996,-0.0244,506.49,504.45,459.79,216.47,8.276472679,30.9400005,133.78,-118.33331299999999,40.50012207,92.1605988,5.0,0.23394275,-119.8310013,-38.823898299999996,49827.89844,-20.5977001,1491.280029
15.0,15.0,0.0096,2490.1,2988.2,3443.05,2287.65,50.52227232,38.2000008,2115.52,67.66668701,61.50012207,65.6335983,2.0,1.8118490000000003,-30.695299100000003,-37.2593994,245787.0,63.8496017,35.631500200000005
9.005,10.0,-0.0094,1878.99,799.71,658.79,655.04,11.06797181,27.5300007,21.47,16.66668701,45.50012207,71.8703995,6.0,0.97784001,-130.4149933,-27.962400399999996,59080.69922,105.91699979999999,161.0890045
12.999,12.0,-0.0306,678.94,424.77,269.91,191.78,10.79351657,36.3600006,267.53,38.66668701,32.50012207,66.5417023,5.0,0.78023189,-9999.0,-28.2497005,50960.60156,44.2999001,764.8610229
14.751,14.0,-0.0241,914.41,697.37,1202.68,426.78,7.778174592999999,36.790000899999995,132.02,-117.33331299999999,49.50012207,94.346199,4.0,1.01717341,-96.51619720000001,-42.9975014,133274.0,-34.96739960000001,1489.199951
15.0,16.0,-0.048500000999999994,1032.09,803.31,1055.86,377.07,4.301162634,37.0,126.86,-114.33331299999999,46.50012207,79.61859890000001,6.0,0.71053392,-30.9720001,-43.5803986,88658.10156,-47.3555984,2060.949951
3.0,7.5,0.043000000999999996,2063.93,627.38,1285.51,436.79,25.347583800000002,42.43000031,915.76,51.66668701,39.50012207,53.8613,4.0,0.88495,14.553199800000002,-21.2367001,157431.0,15.157400099999998,-537.0
11.998,12.0,-0.003,2185.13,947.03,1793.55,1198.08,24.90983741,42.970001200000006,1477.63,127.66668700000001,-18.5,40.861099200000005,2.0,2.41198373,-60.0558014,-38.9827003,251618.0,132.6909943,419.0169983
5.7,6.301,-0.049899999,112.83,617.93,1094.4,444.3,22.90196498,21.0,2276.34,177.66668700000002,-17.5,83.5,5.0,1.37758756,105.3560028,-28.3358994,24945.40039,230.5879974,-31.415500599999998
16.004,15.0,0.0042,1299.7,1241.13,2231.23,882.18,16.14001239,41.0,891.57,-115.33331299999999,59.50012207,74.4192963,1.0,2.85684752,-98.7696991,-37.9824982,293795.0,61.320598600000004,901.5889892999999
13.002,12.0,0.0339,405.48,3180.15,3305.72,637.61,75.91113225,40.0,312.67,103.666687,56.50012207,45.4179001,4.0,1.70623779,174.49099730000003,-44.9981003,250809.0,22.3470993,586.6459961
12.997,12.0,0.0188,1294.69,1195.65,1645.4,619.92,4.74341649,33.200000800000005,796.14,7.666687012000001,27.50012207,92.9325027,6.0,1.28902948,12.034199699999999,-34.943298299999995,65255.69922,31.043399800000003,465.2420044
17.005,17.0,-0.0072,2287.05,947.18,915.29,1014.83,16.86712779,31.9200001,179.94,23.66668701,46.50012207,66.1877975,3.0,1.27051103,-64.5710983,-30.648199100000003,113834.0,81.2005997,852.7960205
15.501,16.0,0.011000000000000001,1814.08,2405.46,2315.01,2023.6,25.34758371,44.659999799999994,1314.02,30.66668701,59.50012207,53.46760179999999,1.0,3.04227185,-169.3209991,-42.261100799999994,260835.0,88.5494995,82.1873016
19.003,12.0,0.0043,2793.36,2518.79,2636.2,2542.13,22.90196498,41.2000008,1114.18,-78.33331299,43.50012207,45.4341011,2.0,1.97982311,-154.1719971,-42.319801299999995,134708.0,90.7325974,-7.49862
11.0,11.0,0.035599999,2227.99,2849.93,3603.51,2011.02,53.94905004,36.0,1824.04,72.66668701,60.50012207,57.298999800000004,2.0,1.69048452,-109.5630035,-33.7918015,238910.0,69.1985016,94.8677979
15.003,15.0,0.0071,902.43,2113.76,2162.19,386.6,71.97569034,45.0,657.31,106.66668700000001,45.50012207,63.56819920000001,6.0,0.75013363,106.2300034,-40.9469986,71956.79688,-78.080101,1315.479981
13.995999999999999,14.0,-0.016000001,1159.92,2618.11,2458.59,1377.77,13.285329800000001,40.59999847,409.99,11.66668701,62.50012207,47.9241,2.0,1.8432819999999999,218.6549988,-38.7066994,173785.0,20.845899600000003,860.0
17.504,17.0,0.0039,2484.2,1435.54,1415.28,1266.34,19.55760722,44.75999829999999,503.21,28.66668701,49.50012207,34.7986984,1.0,2.19192004,-260.4249878,-40.6846008,202853.0,109.5510025,273.5369873
20.000999999999998,20.0,-0.0143,1298.38,306.14,7.94,678.18,59.30008432,49.590000200000006,276.11,99.66668701,26.50012207,83.36679840000001,6.0,0.8929559000000001,-13.727199599999999,-61.880199399999995,78302.5,-211.85000609999997,2960.080078
10.8,16.998,-0.0154,889.44,419.48,2183.4,126.85,7.778174592999999,39.0,1142.28,-130.33331299999998,59.50012207,104.0510025,6.0,0.92432749,-54.8216019,-39.1553993,72843.70313,-0.679121,1484.729981
10.0,9.996,-0.038699999,804.23,843.01,725.08,304.5,4.949747468,30.6399994,172.24,-114.33331299999999,40.50012207,91.20339969999999,5.0,0.11213914,-80.6136017,-44.9370995,48356.30078,-59.10369870000001,2082.77002
12.995999999999999,12.0,-0.0058,1927.61,2223.38,3191.45,2444.21,23.42007686,36.00999829999999,2052.33,120.66668700000001,-31.5,40.1221008,1.0,3.04532814,102.1480026,-42.2042999,288172.0,115.62200159999998,415.980011
11.0,13.0,0.040100001,2063.6,633.02,1222.96,405.47,24.8294182,44.38000107,834.78,50.66668701,40.50012207,56.6014,3.0,0.8763350000000001,-29.6679993,-27.507799100000003,99435.10156,-42.35950089999999,-32.0
7.997999999999999,9.0,0.0209,1689.47,3944.94,4208.17,2313.3,58.70689908,36.069999700000004,1786.13,69.66668701,69.50012207,60.190101600000006,2.0,1.64514148,-44.4981995,-33.3521004,161717.0,89.1631012,19.4881992
13.004000000000001,13.0,0.022700001,534.54,3233.09,3544.09,942.28,79.91558046,41.0,293.74,108.66668700000001,60.50012207,22.3551998,1.0,2.59963489,-99.77279659999999,-47.38499829999999,243736.0,54.448101,403.618988
