thickness_upper_crust,thickness_middle_crust,upper_mantle_density_anomaly,d_2_ridge,d_2_trench,d_2_trans_ridge,d_2_volcano,d_2_hotspot,thickness_crust,d_2_young_rift,lon,lat,upper_mantle_vel_structure,age,magnetic_anomaly,depth_to_moho,lithos_asthenos_bdry,bougeur_gravity_anomaly,topography
14.19,14.18,-0.044,2832.81,3669.26,3047.57,1599.87,1455.0118089050893,42.0,485.88,86.5,-82.5,1.0,2.87756,20.8597106934,-45.152674,218054.9469,-51.5336074829,653
14.18,14.18,-0.0405,2818.36,3681.28,3033.04,1586.1,1441.7117353127533,42.0,481.09,87.5,-82.5,1.0,2.92438,22.8145694733,-44.756478,218694.3512,-49.4206428528,678
14.19,14.19,-0.037700001,2803.94,3693.18,3018.51,1572.26,1428.3334868597588,42.0,476.94,88.5,-82.5,1.0,2.92438,24.5828456879,-44.278724,220537.0483,-47.0393486023,656
14.14,14.14,-0.035399999,2789.56,3704.95,3003.99,1558.37,1414.8789567383699,42.0,473.44,89.5,-82.5,1.0,2.83721,26.0672550201,-43.757622999999995,221105.896,-44.4474449158,630
13.76,13.75,-0.033799998,2775.21,3716.58,2989.48,1544.42,1401.350080882184,41.0,470.61,90.5,-82.5,1.0,2.83721,27.1832008362,-43.217119,222636.0626,-41.7031936646,627
13.71,13.72,-0.032900002000000005,2760.91,3728.08,2974.99,1530.41,1387.7488398482956,41.0,468.46,91.5,-82.5,1.0,2.81869,27.8869380951,-42.666911,222907.1808,-38.8695907593,633
13.64,13.64,-0.032600001,2746.66,3739.45,2960.51,1516.35,1374.0772608265888,41.0,467.01,92.5,-82.5,1.0,2.81869,28.1504383087,-42.102476,224265.5182,-36.0005760193,618
13.59,13.6,-0.033,2732.46,3750.68,2946.06,1502.24,1360.3374197853134,41.0,466.25,93.5,-82.5,1.0,2.81271,27.9779663086,-41.507453999999996,225408.6151,-33.1463623047,549
13.59,13.58,-0.033500001,2718.32,3761.76,2931.65,1488.08,1346.5314437627749,41.0,466.2,94.5,-82.5,1.0,2.81271,27.3898925781,-40.871515,227706.63450000001,-30.3540420532,444
13.59,13.58,-0.034299999,2704.25,3772.71,2917.26,1473.88,1332.6615133157422,41.0,466.85,95.5,-82.5,1.0,2.90056,26.4266777039,-40.178055,228797.0123,-27.6644515991,363
13.59,13.59,-0.034899998,2690.24,3783.5,2902.92,1459.63,1318.7298651360009,41.0,468.2,96.5,-82.5,1.0,2.90056,25.1850337982,-39.436868,230985.5957,-25.1120643616,323
13.55,13.55,-0.035300002000000004,2676.32,3794.16,2888.62,1445.35,1304.738794847363,41.0,470.24,97.5,-82.5,1.0,2.92247,23.7856941223,-38.676866,230670.4865,-22.7293395996,293
13.2,13.2,-0.035300002000000004,2662.47,3804.66,2874.37,1431.04,1290.690659996398,40.01,472.96,98.5,-82.5,1.0,2.92247,22.3539428711,-37.928094,231581.4972,-20.5398788452,264
13.2,13.21,-0.035100002000000005,2648.7,3815.01,2860.17,1416.69,1276.5878832511767,40.0,476.36,99.5,-82.5,1.0,2.97743,20.9971599579,-37.269919,231534.9884,-18.5647239685,245
12.48,12.12,-0.034499999,2635.03,3825.21,2846.03,1402.31,1262.4329558234394,40.01,480.42,100.5,-82.5,1.0,2.97743,19.7835998535,-36.72405,232756.24080000003,-16.822473526,231
12.44,12.08,-0.033500001,2621.45,3835.25,2831.96,1387.91,1248.2284411307612,40.0,485.11,101.5,-82.5,1.0,2.93559,18.7628440857,-36.344587,232708.5876,-15.3189506531,205
11.97,11.62,-0.032400001,2607.98,3845.13,2817.95,1373.49,1233.976978716595,39.02,490.42,102.5,-82.5,1.0,2.93559,17.9563159943,-36.17022,233936.63019999999,-14.0510187149,179
11.93,11.57,-0.031399999,2594.61,3854.86,2804.02,1359.05,1219.6812884474111,39.03,496.33,103.5,-82.5,1.0,2.98552,17.3560523987,-36.221652,233170.0439,-13.01151371,194
11.93,11.58,-0.030300001,2581.36,3864.42,2790.17,1344.59,1205.3441750076358,39.03,502.81,104.5,-82.5,1.0,2.98552,16.9249343872,-36.446934999999996,233638.70240000004,-12.1857862473,260
11.92,11.57,-0.0296,2568.22,3873.82,2776.41,1330.13,1190.968532714643,39.03,509.84,105.5,-82.5,1.0,3.02446,16.6017055511,-36.850769,232683.3649,-11.5514097214,341
11.88,11.52,-0.029100001,2555.21,3883.05,2762.73,1315.65,1176.5573506777055,39.03,517.4,106.5,-82.5,1.0,3.02446,16.3106842041,-37.408483000000004,232980.5756,-11.0779085159,407
12.01,11.65,-0.029100001,2542.33,3892.12,2749.15,1301.18,1162.1137183266,39.04,525.46,107.5,-82.5,1.0,3.09835,15.9663362503,-38.03791,232588.2111,-10.727935791,445
12.5,12.13,-0.029100001,2529.58,3901.02,2735.67,1286.71,1147.6408313374038,40.03,534.0,108.5,-82.5,1.0,3.09835,15.4711284637,-38.665928,233529.4952,-10.4638719559,433
12.53,12.16,-0.0296,2516.98,3909.75,2722.3,1272.24,1133.1419979849968,40.03,542.99,109.5,-82.5,1.0,3.06216,14.7317094803,-39.218765999999995,233928.16160000002,-10.2515363693,353
12.53,12.17,-0.029999999,2504.52,3918.31,2709.04,1257.79,1118.620645953847,40.03,552.4,110.5,-82.5,1.0,3.06216,13.6849164963,-39.640248,235679.7485,-10.0602931976,237
12.88,12.5,-0.0305,2492.22,3926.7,2695.9,1243.35,1104.0803296407998,41.02,562.22,111.5,-82.5,1.0,2.9692,12.3116130829,-39.889204,236440.7501,-9.86234283447,136
13.66,13.66,-0.0308,2480.08,3934.91,2682.89,1228.94,1089.5247379858165,41.02,572.42,112.5,-82.5,1.0,2.9692,10.6377029419,-39.952788,238277.7863,-9.63499450684,83
13.69,13.68,-0.0309,2468.1,3942.94,2670.0,1214.54,1074.9577028688843,41.02,582.97,113.5,-82.5,1.0,2.94957,8.68946266174,-39.840699,237700.72940000004,-9.35865211487,41
13.65,13.64,-0.0306,2456.3,3950.8,2657.24,1200.18,1060.3832081136386,41.02,593.86,114.5,-82.5,1.0,2.94957,6.5449757576,-39.615238,238098.8007,-9.01658439636,2
13.61,13.61,-0.029899999,2444.67,3958.48,2644.63,1185.86,1045.8053991405218,41.03,605.06,115.5,-82.5,1.0,3.06898,4.34409713745,-39.338124,237909.4086,-8.59642028809,-14
13.61,13.62,-0.028899999,2433.22,3965.97,2632.16,1171.57,1031.2285933145988,41.03,616.55,116.5,-82.5,1.0,3.06898,2.21187376976,-39.047717,238806.50330000004,-8.0913476944,-23
13.31,13.31,-0.027799999,2421.97,3973.29,2619.85,1157.34,1016.6572910352711,40.05,628.32,117.5,-82.5,1.0,2.91097,0.2987665236,-38.805361,238492.2638,-7.49494791031,-29
13.28,13.28,-0.0264,2410.91,3980.42,2607.69,1143.16,1002.0961876171285,40.05,640.34,118.5,-82.5,1.0,2.91097,-1.21709871292,-38.64164,238842.926,-6.80043363571,-39
13.22,13.22,-0.025,2400.05,3987.36,2595.69,1129.03,987.5501860128921,40.05,644.5,119.5,-82.5,1.0,2.96708,-2.14437460899,-38.567471000000005,237693.6798,-6.00132513046,-56
13.21,13.21,-0.024,2389.39,3994.12,2583.87,1114.98,973.0244104307059,40.05,630.47,120.5,-82.5,1.0,2.96708,-2.27107000351,-38.575979,237468.5516,-5.09406042099,-79
12.84,12.84,-0.0231,2378.95,4000.7,2572.22,1100.99,958.5242208988504,39.0,616.39,121.5,-82.5,1.0,3.01111,-1.46858263016,-38.641773,238436.63019999999,-4.07464313507,-99
12.88,12.89,-0.022399999,2368.73,4007.08,2560.75,1087.09,944.0552288310136,39.0,602.27,122.5,-82.5,1.0,3.01111,0.330554455519,-38.732331,240201.55330000003,-2.94152784348,-112
12.89,12.89,-0.0221,2358.73,4013.27,2549.47,1073.27,929.6233136444304,39.0,588.11,123.5,-82.5,1.0,2.89044,3.16059422493,-38.797777,239280.304,-1.69644117355,-128
12.88,12.89,-0.022299999,2348.96,4019.28,2538.38,1059.55,915.2346404811274,39.0,573.92,124.5,-82.5,1.0,2.89044,6.98499011993,-38.796552,238619.78149999998,-0.341052919626,-153
12.87,12.87,-0.022700001,2339.43,4025.09,2527.49,1045.93,900.8956790789755,39.0,559.69,125.5,-82.5,1.0,2.9077,11.700881958,-38.696979999999996,238201.59910000002,1.11831045151,-175
12.86,12.86,-0.0231,2330.14,4030.71,2516.8,1032.42,886.6132238337348,39.0,545.42,126.5,-82.5,1.0,2.9077,17.1515464783,-38.477133,238401.67239999998,2.66556406021,-187
12.85,12.85,-0.023800001,2321.1,4036.13,2506.32,1019.03,872.3944150854202,38.99,531.12,127.5,-82.5,1.0,2.75454,23.1396064758,-38.136531,239642.2577,4.28023481369,-189
12.87,12.88,-0.0243,2308.05,4041.36,2496.05,1005.76,858.2467616514906,39.0,516.79,128.5,-82.5,1.0,2.75454,29.4270458221,-37.697132,241131.5765,5.93766927719,-147
12.88,12.88,-0.024900001,2294.54,4046.4,2486.01,992.64,844.1781646149335,38.99,502.43,129.5,-82.5,1.0,2.82626,35.7300338745,-37.188734000000004,239760.9711,7.60625886917,-14
12.94,12.94,-0.024900001,2281.13,4051.24,2476.19,979.65,830.1969423565085,39.0,488.04,130.5,-82.5,1.0,2.82626,41.7540931702,-36.646483,238146.51490000004,9.24332046509,161
13.05,13.04,-0.024900001,2267.83,4055.88,2466.61,966.83,816.311856796324,39.0,473.62,131.5,-82.5,1.0,2.82718,47.2246284485,-36.108044,236598.57180000003,10.8036975861,253
13.12,13.13,-0.024499999,2254.66,4060.32,2457.26,954.17,802.5321407795266,39.0,459.19,132.5,-82.5,1.0,2.82718,51.8667297363,-35.609818,234753.05180000002,12.2510519028,235
13.16,13.16,-0.023700001,2241.61,4064.56,2448.16,941.68,788.8675265030218,39.0,444.73,133.5,-82.5,1.0,2.83872,55.4566726685,-35.173037,232503.952,13.5467376709,180
13.14,13.13,-0.0229,2228.69,4068.61,2439.3,929.39,775.3282748335123,39.0,430.25,134.5,-82.5,1.0,2.83872,57.8484191895,-34.808315,230176.1932,14.64498806,151
11.66,11.66,-0.0218,2215.91,4072.45,2430.7,917.29,761.9252053103397,38.0,415.75,135.5,-82.5,1.0,2.72372,58.9432067871,-34.556158,229467.5903,15.5039997101,150
11.64,11.64,-0.0207,2203.27,4076.09,2422.36,905.4,748.6697265581295,38.0,401.25,136.5,-82.5,1.0,2.72372,58.6905136108,-34.404554,228770.6146,16.1070213318,121
11.65,11.65,-0.0198,2190.78,4079.53,2414.28,893.73,735.5738667525217,38.0,386.73,137.5,-82.5,1.0,2.74482,57.099647522,-34.327171,229182.5562,16.4489135742,-4
11.65,11.65,-0.018999999,2178.44,4082.76,2406.47,882.3,722.650303685844,38.0,372.2,138.5,-82.5,1.0,2.74482,54.2431526184,-34.331410999999996,229138.41249999998,16.5155448914,-125
11.65,11.65,-0.0184,2166.27,4085.8,2398.93,871.12,709.9123938670703,38.0,357.67,139.5,-82.5,1.0,2.74296,50.243106842,-34.403929999999995,226933.0597,16.2897338867,-36
11.67,11.67,-0.017999999,2154.27,4088.63,2391.67,860.2,697.3741999607633,38.0,343.14,140.5,-82.5,1.0,2.74296,45.2381820679,-34.518617,224660.49190000002,15.7694740295,218
11.7,11.7,-0.017999999,2142.44,4091.25,2384.7,849.55,685.0505157224974,38.0,328.62,141.5,-82.5,1.0,2.65815,39.3705444336,-34.6796,224434.7382,15.0116071701,367
12.1,12.1,-0.018300001,2130.79,4093.67,2378.01,839.19,672.9568874237011,39.0,314.11,142.5,-82.5,1.0,2.65815,32.8031234741,-34.863343,224476.7609,14.0803012848,349
12.17,12.18,-0.0187,2119.33,4095.89,2371.61,829.14,661.1096305785516,39.0,299.61,143.5,-82.5,1.0,2.60836,25.7117004395,-35.074901000000004,224060.4401,13.0114183426,331
12.2,12.19,-0.019200001,2108.06,4097.9,2365.51,819.41,649.5258405925873,39.0,285.14,144.5,-82.5,1.0,2.60836,18.2844676971,-35.314729,223600.3571,11.8601732254,378
12.52,12.52,-0.0197,2096.99,4099.71,2359.71,810.01,638.2233957522872,40.0,270.71,145.5,-82.5,1.0,2.53316,10.7221193314,-35.581389,220338.7909,10.6852121353,415
12.56,12.55,-0.02,2086.13,4101.3,2354.22,800.96,627.2209507750339,40.0,256.31,146.5,-82.5,1.0,2.53316,3.22812008858,-35.891915999999995,217483.38319999998,9.59145259857,393
12.59,12.58,-0.020099999,2075.49,4102.7,2349.03,792.28,616.5379189507532,40.0,241.97,147.5,-82.5,1.0,2.53098,-4.01403427124,-36.269985999999996,217346.7255,8.66705703735,332
12.95,12.94,-0.0198,2065.06,4103.88,2344.15,783.98,606.1944407451709,41.0,227.71,148.5,-82.5,1.0,2.53098,-10.8348140717,-36.734823,217818.4357,7.96851730347,308
12.97,12.96,-0.019300001,2054.86,4104.86,2339.59,776.08,596.2113366191431,41.0,213.53,149.5,-82.5,1.0,2.47169,-17.0864467621,-37.290129,219322.50980000003,7.60525083542,412
13.02,13.02,-0.018300001,2044.89,4105.63,2335.34,768.59,586.6100417722655,40.99,199.47,150.5,-82.5,1.0,2.47169,-22.6653842926,-37.949109,221595.1691,7.69340753555,634
13.12,13.11,-0.017100001,2035.16,4106.2,2331.42,761.53,577.4125205690501,41.0,185.55,151.5,-82.5,3.0,2.39879,-27.5068187714,-38.686780999999996,225287.07890000002,8.32567214966,871
13.17,13.16,-0.015799999,2025.67,4106.56,2327.82,754.91,568.6411585822123,41.0,171.81,152.5,-82.5,3.0,2.39879,-31.5685634613,-39.455578,230030.426,9.59377098083,1025
13.25,13.26,-0.0145,2016.44,4106.71,2324.55,748.76,560.3186305205526,41.01,158.31,153.5,-82.5,3.0,2.33045,-34.8509559631,-40.176003,232201.8127,11.5766849518,1063
13.36,13.35,-0.0138,2007.46,4106.65,2321.6,743.08,552.4677428267958,41.0,145.12,154.5,-82.5,3.0,2.33045,-37.3595428467,-40.728115,235792.0227,14.3343133926,1061
13.4,13.4,-0.0134,1998.75,4106.38,2318.99,737.89,545.111250455339,41.0,132.33,155.5,-82.5,3.0,2.32891,-39.0984230042,-41.009509,237415.9241,17.9046115875,1089
13.36,13.36,-0.0139,1990.31,4105.91,2316.71,733.21,538.2716482815014,41.0,120.01,156.5,-82.5,3.0,2.32891,-40.1352424622,-40.913846,240752.182,22.3167972565,1148
13.04,13.03,-0.0156,1982.14,4105.23,2314.76,729.04,531.9709387455849,40.0,107.59,157.5,-82.5,3.0,2.279,-40.5924301147,-40.347668,240477.5238,27.5629634857,1168
13.07,13.08,-0.018200001,1974.25,4104.35,2313.14,725.4,526.2303786672834,40.0,95.25,158.5,-82.5,3.0,2.279,-40.5472717285,-39.323801,242833.0536,33.6158065796,1026
17.9,13.13,-0.0221,1966.65,4103.25,2311.87,722.3,521.0702096218154,40.0,83.08,159.5,-82.5,3.0,2.22025,-40.1391410828,-37.883399,246911.59060000003,40.4187011719,895
17.48,12.81,-0.027000001000000003,1959.34,4101.95,2310.93,719.74,516.5093777629249,39.0,70.98,160.5,-82.5,3.0,2.22025,-39.4953842163,-36.100606,254071.16700000002,47.8825645447,849
17.45,12.79,-0.032499999,1952.33,4100.45,2310.33,717.74,512.5652503965791,39.0,58.72,161.5,-82.5,3.0,2.08714,-38.6947174072,-34.151740999999994,254001.99889999998,55.8901405334,702
17.03,12.49,-0.038600001,1945.62,4098.74,2310.07,716.3,509.25333781968243,38.0,46.69,162.5,-82.5,3.0,2.08714,-37.7956314087,-32.237807000000004,257305.81669999997,64.3090820312,333
16.17,11.85,-0.044799998,1939.22,4096.82,2310.14,715.42,506.58702979911993,36.0,35.08,163.5,-82.5,3.0,2.02598,-36.8764305115,-30.378608000000003,254919.5251,72.9929046631,-115
11.33,11.34,-0.0506,1933.14,4094.69,2310.56,715.11,504.5773564453314,35.0,22.89,164.5,-82.5,3.0,2.02598,-35.98387146,-28.506874,257799.04169999997,81.787361145,-137
11.34,11.35,-0.055799998,1927.37,4092.36,2311.31,715.37,503.23278302714164,35.0,10.85,165.5,-82.5,3.0,2.01603,-35.1375656128,-26.745935,252763.6566,90.5372009277,-20
11.02,11.02,-0.059700001,1921.92,4089.83,2312.4,716.2,502.5590474239939,34.0,-4.16,166.5,-82.5,3.0,2.01603,-34.3298606873,-25.257346,253944.7021,99.0965881348,-275
10.29,10.3,-0.062399998,1916.8,4087.09,2313.83,717.59,502.5590474239939,32.0,-13.49,167.5,-82.5,3.0,1.96794,-33.5525779724,-24.082921,248574.4019,107.325759888,-497
9.55,9.55,-0.063500002,1912.01,4084.15,2315.59,719.54,503.23278302714164,30.01,-24.43,168.5,-82.5,3.0,1.96794,-32.7900047302,-23.214677,249165.2069,115.111206055,-504
9.54,9.55,-0.06329999900000001,1907.56,4081.01,2317.69,722.05,504.5773564453314,30.01,-31.36,169.5,-82.5,3.0,1.97349,-32.0213623047,-22.635421,238389.4806,122.366256714,-503
9.45,9.46,-0.06150000200000001,1903.44,4077.66,2320.12,725.1,506.58702979911993,30.0,-22.57,170.5,-82.5,3.0,1.97349,-31.2442588806,-22.334260999999998,232780.4871,129.030654907,-503
9.43,9.43,-0.058699999,1899.67,4074.11,2322.89,728.7,509.25333781968243,30.0,-13.29,171.5,-82.5,3.0,1.96323,-30.4420700073,-22.253698,221046.32570000002,135.078216553,-513
9.43,9.42,-0.055199999000000013,1896.24,4070.35,2325.98,732.81,512.5652503965791,30.0,-4.55,172.5,-82.5,3.0,1.96323,-29.5896205902,-22.348351,213667.6636,140.489883423,-529
9.43,9.43,-0.051399998,1893.16,4066.4,2329.4,737.45,516.5093777629249,30.0,6.54,173.5,-82.5,3.0,1.87289,-28.6653003693,-22.567407,201850.8148,145.245941162,-538
9.43,9.43,-0.0473,1890.42,4062.25,2333.15,742.59,521.0702096218154,30.0,16.39,174.5,-82.5,3.0,1.87289,-27.6463184357,-22.860896,194494.8273,149.341674805,-538
9.44,9.44,-0.044,1888.04,4057.76,2337.22,748.22,526.2303786672834,30.0,26.37,175.5,-82.5,3.0,1.85489,-26.5517177582,-23.175617000000003,179291.5649,152.802093506,-536
9.44,9.45,-0.041200001,1886.02,4046.09,2341.6,754.32,531.9709387455849,30.0,36.35,176.5,-82.5,3.0,1.85489,-25.4112510681,-23.478273,168809.1125,155.670883179,-536
9.46,9.45,-0.039299998,1884.35,4034.3,2346.31,760.89,538.2716482815014,30.0,24.89,177.5,-82.5,6.0,1.80484,-24.2191886902,-23.729175,149680.8929,157.990097046,-537
9.47,9.46,-0.038400002,1882.78,4022.37,2351.32,767.9,545.111250455339,29.99,10.36,178.5,-82.5,6.0,1.80484,-22.9696807861,-23.900135000000002,136958.9386,159.827987671,-537
9.47,9.47,-0.038199998,1881.36,4010.31,2356.65,775.34,552.4677428267958,30.0,4.17,179.5,-82.5,6.0,1.80484,-21.6919841766,-23.961699,132899.765,161.254806519,-537
9.45,9.44,-0.0473,1991.43,3930.12,2464.78,873.06,656.1453849555105,30.0,-5.73,-179.5,-83.5,3.0,1.79677,6.65144777298,-23.487135000000002,12109.14135,127.039489746,-455
9.44,9.44,-0.046399999,1990.86,3925.22,2469.72,875.96,662.3288862355596,30.0,-17.59,-178.5,-83.5,3.0,1.73416,8.77258682251,-23.482141,14226.36318,130.212036133,-455
9.44,9.45,-0.045299999,1990.58,3917.42,2474.92,879.09,668.8812121372773,30.0,-30.04,-177.5,-83.5,3.0,1.73416,10.7364654541,-23.45187,14290.81821,133.109146118,-455
9.47,9.46,-0.044399999,1990.6,3906.41,2480.36,882.37,675.7897136180097,30.0,-42.55,-176.5,-83.5,3.0,1.71801,12.5291070938,-23.381366,14028.51963,135.767608643,-455
9.46,9.47,-0.043200001,1990.91,3895.31,2486.05,885.9,683.0415589656349,30.0,-55.09,-175.5,-83.5,3.0,1.71801,14.1308441162,-23.264909,12582.98302,138.204971313,-455
9.21,9.2,-0.041499998,1991.33,3884.11,2491.98,887.11,690.6238084575186,30.0,-65.6,-174.5,-83.5,3.0,1.71681,15.5342159271,-23.112185999999998,14562.62779,140.433456421,-455
9.21,9.21,-0.039700001,1991.7,3872.82,2498.15,887.46,698.5234829429095,30.0,-53.01,-173.5,-83.5,3.0,1.71681,16.7373790741,-22.931101,15431.68831,142.469726562,-455
9.22,9.22,-0.0374,1992.38,3861.44,2504.56,888.01,706.7276260500315,30.0,-40.44,-172.5,-83.5,3.0,1.66944,17.7274112701,-22.714378,15863.595959999999,144.338821411,-455
9.23,9.23,-0.0348,1993.34,3849.98,2511.19,888.77,715.223359892348,30.0,-27.93,-171.5,-83.5,3.0,1.66944,18.4832839966,-22.492577999999998,14432.386400000001,146.055984497,-455
9.16,9.17,-0.032200001,1994.61,3838.43,2518.05,889.71,723.9979342979525,30.0,-15.63,-170.5,-83.5,3.0,1.69619,18.9829425812,-22.275485,16475.50583,147.631149292,-455
9.06,9.06,-0.0295,1996.16,3826.8,2525.14,890.85,733.0387697106862,30.0,-5.31,-169.5,-83.5,3.0,1.69619,19.2118835449,-22.045538,15375.11349,149.063476562,-455
9.05,9.06,-0.0272,1998.01,3815.1,2532.44,892.18,742.3334940115742,30.0,11.47,-168.5,-83.5,6.0,1.64762,19.1637573242,-21.826660999999998,18219.78188,150.357772827,-455
9.04,9.05,-0.0252,2000.14,3803.32,2539.96,893.69,751.8699735858312,30.0,23.55,-167.5,-83.5,6.0,1.64762,18.8310279846,-21.633335,17263.992309999998,151.520217896,-460
9.04,9.04,-0.023800001,2002.57,3791.47,2547.69,895.38,761.6363390158692,30.0,36.02,-166.5,-83.5,6.0,1.58451,18.2047119141,-21.46505,21822.19696,152.546569824,-471
8.88,8.88,-0.0231,2005.28,3779.55,2555.63,897.26,771.621005816931,30.0,48.57,-165.5,-83.5,6.0,1.58451,17.2848052979,-21.330551,18307.74307,153.426177979,-486
8.88,8.89,-0.023,2008.28,3767.57,2563.78,899.3,781.8126906517815,30.0,61.16,-164.5,-83.5,6.0,1.58451,16.0869426727,-21.240576,23880.90324,154.183700562,-494
8.89,8.88,-0.023700001,2011.56,3755.52,2572.12,901.53,792.2004234670189,30.0,73.75,-163.5,-83.5,6.0,1.58451,14.6351766586,-21.203349,17135.677340000002,154.8306427,-494
8.89,8.89,-0.0253,2015.13,3743.41,2580.65,903.92,802.7735559886065,30.0,86.36,-162.5,-83.5,6.0,1.5675,12.9603128433,-21.23303,20832.691189999998,155.378005981,-493
8.9,8.9,-0.0274,2018.97,3731.25,2589.38,906.48,813.5217670006406,30.0,98.96,-161.5,-83.5,6.0,1.5675,11.1002292633,-21.346654,15132.15637,155.828353882,-492
8.9,8.9,-0.0298,2023.09,3719.03,2598.29,909.2,824.435064811266,30.0,111.55,-160.5,-83.5,6.0,1.56565,9.07101631165,-21.5567,16842.777250000003,156.187255859,-490
8.91,8.9,-0.032499999,2027.48,3706.77,2607.38,911.96,835.5037872850031,30.0,124.14,-159.5,-83.5,6.0,1.56565,6.907746315,-21.86492,14170.44067,156.458908081,-485
8.9,8.9,-0.035300002000000004,2032.14,3694.45,2616.65,910.95,846.7185997931244,30.0,136.73,-158.5,-83.5,6.0,1.55132,4.65250396729,-22.291543,15230.646130000001,156.65284729,-484
8.9,8.89,-0.037700001,2037.06,3682.1,2626.09,910.12,858.0704914044737,30.0,149.3,-157.5,-83.5,6.0,1.55132,2.35537481308,-22.833710999999997,13831.95114,156.792236328,-485
8.89,8.9,-0.039799999,2042.25,3669.7,2635.7,909.49,869.5507696093003,30.0,161.87,-156.5,-83.5,6.0,1.48258,0.0670990869403,-23.477974,14630.91755,156.889160156,-477
8.69,8.7,-0.041200001,2047.7,3657.27,2645.47,909.04,881.1510538391982,30.0,174.42,-155.5,-83.5,6.0,1.48258,-2.17781400681,-24.195849,13697.497370000001,156.950759888,-455
8.7,8.7,-0.041999999,2053.41,3644.81,2655.4,908.79,892.8632680176258,30.0,186.68,-154.5,-83.5,6.0,1.51058,-4.34830093384,-24.700436,14377.212520000001,156.986297607,-426
9.3,9.03,-0.0418,2059.37,3632.32,2665.48,908.74,904.6796323482806,31.0,198.6,-153.5,-83.5,6.0,1.37612,-6.42455148697,-24.816779999999998,13723.15502,156.996963501,-380
9.63,9.36,-0.0407,2065.58,3619.8,2675.72,908.88,916.5926545230955,32.0,210.52,-152.5,-83.5,6.0,1.37612,-8.39203548431,-24.898632,14254.73118,156.989974976,-305
9.63,9.34,-0.038800001,2072.03,3607.25,2686.09,909.22,928.5951205079706,32.0,222.46,-151.5,-83.5,6.0,1.37612,-10.2224292755,-25.29776,13622.159,156.979644775,-265
9.61,9.33,-0.0361,2078.72,3594.69,2696.61,909.77,940.6800850427196,32.01,234.4,-150.5,-83.5,6.0,1.2503,-11.8776226044,-25.822475,14068.88294,156.966094971,-354
9.25,8.98,-0.032900002000000005,2085.65,3582.11,2707.26,910.53,952.8408619720495,31.0,246.34,-149.5,-83.5,6.0,1.2503,-13.3178262711,-26.243915,13452.54421,156.944946289,-529
9.23,8.97,-0.029100001,2092.8,3569.53,2718.04,911.5,965.0710145066943,31.0,258.27,-148.5,-83.5,6.0,1.29679,-14.4932165146,-26.581633,13769.13261,156.915328979,-619
9.22,8.95,-0.025,2100.19,3556.93,2728.95,912.68,977.3643454980474,31.0,270.2,-147.5,-83.5,6.0,1.29679,-15.3893661499,-26.839563000000002,13157.43351,156.87940979,-596
8.87,8.62,-0.0209,2107.8,3544.33,2739.98,911.21,989.7148877956226,30.0,282.12,-146.5,-83.5,6.0,1.21984,-15.9753074646,-26.981499,13307.57332,156.846054077,-556
8.86,8.61,-0.016899999,2115.63,3531.73,2751.12,907.17,1002.1168947443324,30.0,294.02,-145.5,-83.5,6.0,1.21984,-16.226600647,-27.059714000000003,12794.88659,156.818130493,-546
8.85,8.59,-0.0132,2123.67,3519.13,2762.37,900.04,1014.564830867795,30.0,305.92,-144.5,-83.5,6.0,1.26865,-16.1201114655,-27.06227,12980.45254,156.796646118,-542
8.84,8.57,-0.0098,2131.92,3506.54,2773.74,893.21,1027.0533627744664,30.0,317.38,-143.5,-83.5,6.0,1.26865,-15.6343097687,-27.006187,12713.232039999999,156.780197144,-528
8.85,8.58,-0.0072,2140.37,3493.96,2785.2,886.67,1039.5773503152966,30.01,324.95,-142.5,-83.5,6.0,1.2839,-14.7695417404,-26.9128,12807.334900000002,156.764038086,-490
8.84,8.58,-0.0051,2149.02,3481.4,2796.76,880.44,1052.1318380146163,30.0,312.89,-141.5,-83.5,6.0,1.2839,-13.5604410172,-26.805322999999998,12478.77979,156.75100708,-445
8.83,8.57,-0.0037,2157.87,3468.85,2808.42,874.53,1064.7120467900045,30.0,300.94,-140.5,-83.5,6.0,1.21747,-12.0357971191,-26.706242,12404.8605,156.73588562,-465
8.8,8.55,-0.0031,2166.9,3456.33,2820.16,868.93,1077.31336597184,30.0,289.12,-139.5,-83.5,6.0,1.21747,-10.229473114,-26.631638,12111.76586,156.703857422,-529
8.79,8.53,-0.0032,2176.12,3443.83,2831.99,863.67,1089.9313456289635,30.0,277.46,-138.5,-83.5,6.0,1.20006,-8.16501140594,-26.588003000000004,12091.41922,156.643264771,-566
8.81,8.56,-0.0041,2185.52,3431.37,2843.89,858.74,1102.5616892033306,30.0,265.97,-137.5,-83.5,6.0,1.20006,-5.83838319778,-26.576278000000002,12029.370309999998,156.539108276,-553
8.8,8.55,-0.0054,2195.09,3418.94,2855.88,854.16,1115.2002464535692,30.0,254.69,-136.5,-83.5,6.0,1.1924,-3.2433526516,-26.584503,12166.11004,156.3697052,-518
8.78,8.53,-0.0072,2204.83,3406.55,2867.93,849.92,1127.8430067049417,30.0,243.64,-135.5,-83.5,6.0,1.1924,-0.392545998096,-26.609382,12143.70918,156.113952637,-528
8.76,8.51,-0.0095,2214.74,3394.2,2880.05,846.04,1140.4860924012262,30.0,232.86,-134.5,-83.5,6.0,1.17251,2.69781351089,-26.626618,12038.14507,155.749221802,-644
